week,sku,product,color,size,price,units_sold,ending_stock
2026-01-26,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,19
2026-02-02,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,6,13
2026-02-09,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,10
2026-02-16,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,8
2026-02-23,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,5
2026-03-02,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,5,0
2026-03-09,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,26
2026-03-16,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,23
2026-03-23,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,1,22
2026-03-30,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,19
2026-04-06,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,17
2026-04-13,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,6,11
2026-04-20,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,8
2026-04-27,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,0,8
2026-05-04,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,1,7
2026-05-11,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,1,37
2026-05-18,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,1,36
2026-05-25,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,34
2026-06-01,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,1,33
2026-06-08,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,0,33
2026-06-15,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,30
2026-06-22,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,1,29
2026-06-29,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,27
2026-07-06,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,24
2026-07-13,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,22
2026-07-20,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,19
2026-07-27,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,3,16
2026-08-03,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,4,12
2026-08-10,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,2,10
2026-08-17,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,4,24
2026-08-24,VEST-WILL-AZU-34,Vestido Willow,Azul,34,1449.0,4,20
2025-09-01,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,8,44
2025-09-08,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,7,37
2025-09-15,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,7,30
2025-09-22,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,25
2025-09-29,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,9,16
2025-10-06,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,10
2025-10-13,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,38
2025-10-20,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,35
2025-10-27,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,29
2025-11-03,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,24
2025-11-10,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,7,17
2025-11-17,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,4,13
2025-11-24,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,8
2025-12-01,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,3
2025-12-08,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,7,0
2025-12-15,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,23
2025-12-22,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,20
2025-12-29,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,8,12
2026-01-05,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,9
2026-01-12,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,3
2026-01-19,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,7,19
2026-01-26,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,13
2026-02-02,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,7
2026-02-09,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,1
2026-02-16,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,2,0
2026-02-23,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,4,0
2026-03-02,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,30
2026-03-09,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,6,24
2026-03-16,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,21
2026-03-23,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,18
2026-03-30,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,4,14
2026-04-06,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,2,12
2026-04-13,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,9
2026-04-20,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,28
2026-04-27,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,4,24
2026-05-04,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,1,23
2026-05-11,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,18
2026-05-18,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,0,18
2026-05-25,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,0,18
2026-06-01,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,4,14
2026-06-08,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,0,14
2026-06-15,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,3,11
2026-06-22,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,2,9
2026-06-29,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,1,8
2026-07-06,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,1,7
2026-07-13,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,2
2026-07-20,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,4,19
2026-07-27,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,2,17
2026-08-03,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,1,16
2026-08-10,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,7,9
2026-08-17,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,0,9
2026-08-24,VEST-WILL-AZU-36,Vestido Willow,Azul,36,1449.0,5,4
2025-09-01,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,19
2025-09-08,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,4,15
2025-09-15,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,13
2025-09-22,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,13
2025-09-29,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,13
2025-10-06,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,10
2025-10-13,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,8
2025-10-20,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,8
2025-10-27,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,37
2025-11-03,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,36
2025-11-10,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,33
2025-11-17,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,5,28
2025-11-24,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,26
2025-12-01,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,23
2025-12-08,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,4,19
2025-12-15,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,18
2025-12-22,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,4,14
2025-12-29,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,4,10
2026-01-05,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,9
2026-01-12,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,6
2026-01-19,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,6
2026-01-26,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,4
2026-02-02,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,4,25
2026-02-09,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,23
2026-02-16,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,23
2026-02-23,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,6,17
2026-03-02,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,14
2026-03-09,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,5,9
2026-03-16,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,8
2026-03-23,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,4,4
2026-03-30,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,3
2026-04-06,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,3
2026-04-13,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,1
2026-04-20,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,0
2026-04-27,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,30
2026-05-04,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,29
2026-05-11,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,29
2026-05-18,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,28
2026-05-25,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,27
2026-06-01,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,26
2026-06-08,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,26
2026-06-15,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,26
2026-06-22,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,26
2026-06-29,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,24
2026-07-06,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,22
2026-07-13,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,22
2026-07-20,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,3,19
2026-07-27,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,18
2026-08-03,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,2,16
2026-08-10,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,16
2026-08-17,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,0,16
2026-08-24,VEST-WILL-AZU-38,Vestido Willow,Azul,38,1449.0,1,15
2025-09-01,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,1,46
2025-09-08,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,43
2025-09-15,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,2,41
2025-09-22,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,7,34
2025-09-29,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,2,32
2025-10-06,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,9,23
2025-10-13,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,20
2025-10-20,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,7,13
2025-10-27,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,7,6
2025-11-03,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,22
2025-11-10,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,18
2025-11-17,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,9,9
2025-11-24,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,19
2025-12-01,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,15
2025-12-08,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,5,10
2025-12-15,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,19
2025-12-22,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,8,11
2025-12-29,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,5,6
2026-01-05,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,6,0
2026-01-12,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,22
2026-01-19,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,6,16
2026-01-26,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,12
2026-02-02,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,7,5
2026-02-09,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,32
2026-02-16,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,7,25
2026-02-23,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,5,20
2026-03-02,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,17
2026-03-09,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,2,15
2026-03-16,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,11
2026-03-23,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,6,5
2026-03-30,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,2
2026-04-06,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,8,0
2026-04-13,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,1,0
2026-04-20,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,5,32
2026-04-27,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,29
2026-05-04,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,25
2026-05-11,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,1,24
2026-05-18,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,21
2026-05-25,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,1,20
2026-06-01,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,2,18
2026-06-08,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,0,18
2026-06-15,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,15
2026-06-22,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,5,10
2026-06-29,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,2,8
2026-07-06,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,2,6
2026-07-13,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,4,2
2026-07-20,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,21
2026-07-27,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,18
2026-08-03,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,5,13
2026-08-10,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,3,10
2026-08-17,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,1,9
2026-08-24,VEST-WILL-AZU-40,Vestido Willow,Azul,40,1449.0,8,1
2025-09-01,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,4,16
2025-09-08,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,14
2025-09-15,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,11
2025-09-22,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,9
2025-09-29,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,6
2025-10-06,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,1,5
2025-10-13,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,9,0
2025-10-20,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,0,0
2025-10-27,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,4,0
2025-11-03,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,0
2025-11-10,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,8,34
2025-11-17,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,8,26
2025-11-24,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,21
2025-12-01,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,6,15
2025-12-08,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,8
2025-12-15,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,4,38
2025-12-22,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,31
2025-12-29,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,29
2026-01-05,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,9,20
2026-01-12,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,6,14
2026-01-19,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,8,6
2026-01-26,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,0
2026-02-02,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,4,0
2026-02-09,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,31
2026-02-16,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,1,30
2026-02-23,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,23
2026-03-02,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,16
2026-03-09,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,13
2026-03-16,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,11
2026-03-23,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,6
2026-03-30,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,4,24
2026-04-06,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,22
2026-04-13,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,4,18
2026-04-20,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,16
2026-04-27,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,6,10
2026-05-04,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,5
2026-05-11,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,3
2026-05-18,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,0
2026-05-25,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,17
2026-06-01,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,10
2026-06-08,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,20
2026-06-15,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,7,13
2026-06-22,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,10
2026-06-29,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,34
2026-07-06,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,1,33
2026-07-13,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,5,28
2026-07-20,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,25
2026-07-27,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,3,22
2026-08-03,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,6,16
2026-08-10,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,1,15
2026-08-17,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,1,14
2026-08-24,VEST-WILL-AZU-42,Vestido Willow,Azul,42,1449.0,2,12
2025-09-01,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,40
2025-09-08,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,40
2025-09-15,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,38
2025-09-22,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,37
2025-09-29,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,36
2025-10-06,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,4,32
2025-10-13,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,31
2025-10-20,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,30
2025-10-27,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,28
2025-11-03,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,27
2025-11-10,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,25
2025-11-17,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,25
2025-11-24,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,3,22
2025-12-01,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,20
2025-12-08,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,18
2025-12-15,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,16
2025-12-22,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,3,13
2025-12-29,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,13
2026-01-05,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,3,10
2026-01-12,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,8
2026-01-19,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,7
2026-01-26,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,7
2026-02-02,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,3,4
2026-02-09,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,3
2026-02-16,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,4,33
2026-02-23,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,32
2026-03-02,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,5,27
2026-03-09,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,25
2026-03-16,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,25
2026-03-23,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,3,22
2026-03-30,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,22
2026-04-06,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,21
2026-04-13,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,20
2026-04-20,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,18
2026-04-27,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,17
2026-05-04,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,15
2026-05-11,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,14
2026-05-18,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,14
2026-05-25,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,12
2026-06-01,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,12
2026-06-08,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,10
2026-06-15,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,9
2026-06-22,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,4,5
2026-06-29,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,3
2026-07-06,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,0,37
2026-07-13,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,36
2026-07-20,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,35
2026-07-27,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,4,31
2026-08-03,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,1,30
2026-08-10,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,3,27
2026-08-17,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,2,25
2026-08-24,VEST-WILL-AZU-44,Vestido Willow,Azul,44,1449.0,4,21
2025-09-01,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,8,32
2025-09-08,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,10,22
2025-09-15,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,10,12
2025-09-22,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,7,5
2025-09-29,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,10,18
2025-10-06,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,7,11
2025-10-13,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,10,30
2025-10-20,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,12,18
2025-10-27,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,6,12
2025-11-03,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,8,38
2025-11-10,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,9,29
2025-11-17,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,9,20
2025-11-24,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,10,10
2025-12-01,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,11,0
2025-12-08,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,9,0
2025-12-15,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,4,0
2025-12-22,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,6,0
2025-12-29,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,12,19
2026-01-05,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,9,10
2026-01-12,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,7,33
2026-01-19,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,6,27
2026-01-26,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,6,21
2026-02-02,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,7,14
2026-02-09,BLAZ-ARIA-PRE-34,Blazer Aria,Preto,34,1299.0,11,24
